Date,series ,open,high,low,PREV. CLOSE ,ltp ,close,vwap ,52W H,52W L,VOLUME,VALUE ,No of trades 
2020-03-18,EQ,14550.00,14738.00,13400.00,14541.00,13611.00,13536.80,13920.86,16835.15,10120.05,212942.00,2964335090.55,55787.00
2020-03-17,EQ,14500.00,14777.00,14250.00,14397.20,14573.95,14541.00,14533.35,16835.15,10120.05,176980.00,2572111642.95,45215.00
2020-03-16,EQ,14800.00,14931.05,13492.65,14991.80,14800.00,14397.20,14236.89,16835.15,10120.05,221228.00,3149599749.55,42386.00
2020-03-13,EQ,15341.00,15855.00,14050.00,15565.55,14990.15,14991.80,14908.82,16835.15,10031.65,261670.00,3901189856.40,56332.00
2020-03-12,EQ,15869.45,15882.75,15045.00,16048.55,15690.00,15565.55,15412.40,16835.15,10031.65,222866.00,3434900706.65,52161.00
2020-03-11,EQ,16005.15,16200.00,15772.80,16031.35,16036.90,16048.55,15983.87,16835.15,10031.65,123732.00,1977716045.30,33792.00
2020-03-09,EQ,16249.30,16350.00,15701.10,16429.30,16050.00,16031.35,15989.51,16835.15,10031.65,123684.00,1977646418.25,36107.00
2020-03-06,EQ,16358.10,16565.55,16200.10,16576.30,16411.00,16429.30,16407.62,16835.15,10031.65,86212.00,1414533476.60,25419.00
2020-03-05,EQ,16550.00,16835.15,16482.50,16541.50,16542.60,16576.30,16629.97,16835.15,10031.65,85090.00,1415043739.00,21884.00
2020-03-04,EQ,16397.00,16632.50,16020.00,16359.40,16510.00,16541.50,16335.57,16831.50,10031.65,111711.00,1824862874.70,24525.00
2020-03-03,EQ,16130.25,16499.00,16130.25,16109.95,16386.00,16359.40,16350.46,16831.50,10031.65,93372.00,1526674846.30,25348.00
2020-03-02,EQ,15950.00,16315.00,15901.00,15778.85,16130.20,16109.95,16165.66,16831.50,10031.65,117232.00,1895132168.55,30135.00
2020-02-28,EQ,16042.00,16129.05,15680.00,16263.75,15745.00,15778.85,15818.14,16831.50,10031.65,140673.00,2225185734.90,34457.00
2020-02-27,EQ,16300.00,16340.85,16057.50,16240.15,16224.25,16263.75,16185.96,16831.50,10031.65,90199.00,1459957318.80,22672.00
2020-02-26,EQ,16545.00,16545.00,16150.05,16380.50,16199.30,16240.15,16322.63,16831.50,10031.65,116839.00,1907119837.75,26504.00
2020-02-25,EQ,16373.00,16540.85,16309.35,16337.25,16345.00,16380.50,16412.96,16831.50,10031.65,90916.00,1492200945.70,15326.00
2020-02-24,EQ,16499.00,16576.75,16317.00,16539.50,16360.00,16337.25,16422.60,16831.50,10031.65,66516.00,1092365454.60,17251.00
2020-02-20,EQ,16740.00,16740.00,16525.40,16785.05,16560.00,16539.50,16604.85,16831.50,10031.65,65732.00,1091470147.45,17812.00
2020-02-19,EQ,16538.60,16831.50,16475.80,16403.85,16758.00,16785.05,16728.25,16831.50,10031.65,95000.00,1589183302.70,25199.00
2020-02-18,EQ,16569.90,16569.90,16385.05,16588.45,16417.50,16403.85,16440.82,16782.40,10031.65,90013.00,1479887537.95,18931.00
2020-02-17,EQ,16413.00,16615.00,16373.00,16356.45,16614.95,16588.45,16529.88,16782.40,10031.65,139788.00,2310678665.40,24770.00
2020-02-14,EQ,16500.00,16782.40,16250.00,16412.20,16345.10,16356.45,16464.23,16782.40,10031.65,165708.00,2728255385.35,36304.00
2020-02-13,EQ,16328.00,16461.50,16277.35,16297.70,16400.00,16412.20,16388.25,16549.45,10031.65,151228.00,2478362074.35,30772.00
2020-02-12,EQ,16026.00,16472.60,15968.45,15997.15,16280.00,16297.70,16312.78,16549.45,10031.65,129011.00,2104527970.45,32158.00
2020-02-11,EQ,16240.00,16300.05,15950.00,16172.20,16059.00,15997.15,16068.49,16549.45,10031.65,73350.00,1178623384.85,24427.00
2020-02-10,EQ,16300.00,16373.10,16112.00,16327.80,16193.00,16172.20,16201.62,16549.45,10031.65,61270.00,992673396.15,18559.00
2020-02-07,EQ,16340.00,16385.00,16194.60,16284.95,16275.00,16327.80,16316.34,16549.45,10031.65,41407.00,675610746.95,12298.00
2020-02-06,EQ,16399.00,16549.45,16157.80,16384.85,16337.00,16284.95,16334.87,16549.45,10031.65,74084.00,1210152802.80,16534.00
2020-02-05,EQ,16476.00,16481.90,16256.05,16455.60,16350.00,16384.85,16335.77,16507.90,10031.65,57511.00,939486211.65,15347.00
2020-02-04,EQ,16400.00,16507.90,16127.05,16301.00,16470.00,16455.60,16367.51,16507.90,10031.65,116416.00,1905440271.30,29932.00
2020-02-03,EQ,15589.00,16500.00,15530.00,15524.75,16300.00,16301.00,16236.56,16500.00,10031.65,203752.00,3308232466.75,49666.00
2020-02-01,EQ,15300.00,15661.75,15184.40,15359.45,15619.95,15524.75,15438.19,15899.95,10031.65,42181.00,651198398.45,9729.00
2020-01-31,EQ,15560.00,15637.25,15310.30,15520.80,15363.75,15359.45,15436.18,15899.95,10031.65,59649.00,920752573.80,18075.00
2020-01-30,EQ,15802.00,15810.85,15471.25,15866.75,15623.00,15520.80,15627.43,15899.95,10031.65,47252.00,738427425.30,14481.00
2020-01-29,EQ,15585.00,15899.95,15440.00,15416.65,15858.30,15866.75,15746.64,15899.95,10031.65,64251.00,1011737561.05,19226.00
2020-01-28,EQ,15664.00,15710.00,15366.80,15666.05,15425.00,15416.65,15478.84,15850.00,10031.65,53107.00,822035018.10,20635.00
2020-01-27,EQ,15700.00,15845.00,15559.95,15755.50,15634.95,15666.05,15751.50,15850.00,10031.65,31362.00,493998685.25,10128.00
2020-01-24,EQ,15600.00,15850.00,15500.15,15548.85,15763.00,15755.50,15716.07,15850.00,10031.65,50632.00,795736266.60,12966.00
2020-01-23,EQ,15500.00,15625.00,15455.00,15548.70,15550.00,15548.85,15545.99,15625.00,10031.65,42861.00,666316891.10,12672.00
2020-01-22,EQ,15369.00,15585.00,15301.00,15280.75,15561.80,15548.70,15484.83,15600.00,10031.65,55627.00,861374551.55,14173.00
2020-01-21,EQ,15361.05,15501.60,15200.00,15417.25,15270.25,15280.75,15337.86,15600.00,10031.65,63258.00,970242398.10,18689.00
2020-01-20,EQ,15230.15,15479.40,15230.15,15439.45,15403.85,15417.25,15395.95,15600.00,10031.65,68770.00,1058779414.40,20790.00
2020-01-17,EQ,15399.00,15600.00,15358.65,15354.90,15428.20,15439.45,15465.34,15600.00,10031.65,96399.00,1490843672.20,25802.00
2020-01-16,EQ,14851.00,15398.00,14848.10,14860.20,15368.45,15354.90,15192.01,15398.00,10031.65,203208.00,3087138187.05,43878.00
2020-01-15,EQ,14828.00,14950.00,14718.85,14868.60,14822.80,14860.20,14837.54,15146.90,10031.65,41468.00,615283217.50,12078.00
2020-01-14,EQ,14657.90,14895.00,14607.00,14658.25,14860.00,14868.60,14797.85,15146.90,10031.65,50378.00,745486157.75,15477.00
2020-01-13,EQ,14747.90,14747.90,14601.00,14685.85,14665.00,14658.25,14666.10,15146.90,10031.65,26990.00,395838029.30,9595.00
2020-01-10,EQ,14643.45,14718.90,14570.25,14643.45,14655.10,14685.85,14635.02,15146.90,10031.65,39274.00,574775723.10,11367.00
2020-01-09,EQ,14495.00,14675.00,14450.00,14391.25,14654.95,14643.45,14607.71,15146.90,10031.65,55708.00,813766438.70,18285.00
2020-01-08,EQ,14191.60,14450.00,14120.35,14290.75,14386.00,14391.25,14300.66,15146.90,10031.65,39488.00,564704354.80,12492.00
2020-01-07,EQ,14423.55,14546.75,14260.85,14416.65,14319.00,14290.75,14363.53,15146.90,10031.65,72237.00,1037578366.40,17322.00
2020-01-06,EQ,14542.00,14542.00,14275.00,14593.60,14374.00,14416.65,14374.36,15146.90,10031.65,65136.00,936288333.90,22616.00
2020-01-03,EQ,14750.00,14795.00,14556.10,14729.35,14586.20,14593.60,14624.11,15146.90,10031.65,40000.00,584964235.25,12777.00
2020-01-02,EQ,14848.90,14852.95,14687.15,14779.05,14729.00,14729.35,14742.53,15146.90,10031.65,46116.00,679866474.70,12734.00
2020-01-01,EQ,14819.00,14849.35,14712.25,14785.35,14766.05,14779.05,14774.53,15146.90,10031.65,23859.00,352505416.85,5858.00
2019-12-31,EQ,14864.00,14924.30,14710.00,14851.90,14771.90,14785.35,14786.90,15146.90,10031.65,62765.00,928099985.80,13591.00
2019-12-30,EQ,14679.90,14900.00,14600.10,14664.15,14882.10,14851.90,14797.24,15146.90,10031.65,87720.00,1298013515.70,15229.00
2019-12-27,EQ,14648.80,14689.65,14574.50,14599.25,14636.90,14664.15,14644.08,15146.90,10031.65,29385.00,430316147.75,9800.00
2019-12-26,EQ,14600.00,14715.00,14560.00,14586.00,14560.45,14599.25,14616.61,15146.90,10031.65,45924.00,671253260.95,12783.00
2019-12-24,EQ,14580.00,14623.25,14461.85,14532.50,14582.00,14586.00,14563.05,15146.90,10031.65,39686.00,577949030.70,12011.00
2019-12-23,EQ,14786.00,14993.35,14490.00,14858.25,14500.00,14532.50,14657.72,15146.90,10031.65,125031.00,1832669642.20,31214.00
2019-12-20,EQ,14260.00,14978.00,14222.05,14285.40,14600.00,14858.25,14785.54,15146.90,10031.65,423033.00,6254769690.75,44106.00
2019-12-19,EQ,14192.00,14299.00,14100.00,14191.10,14260.00,14285.40,14184.79,15146.90,10031.65,68692.00,974381576.10,18222.00
2019-12-18,EQ,14200.00,14280.00,14055.40,14149.15,14260.00,14191.10,14152.97,15146.90,10031.65,93716.00,1326359383.75,25423.00
2019-12-17,EQ,14214.90,14247.10,14081.00,14151.65,14118.00,14149.15,14163.40,15146.90,10031.65,81425.00,1153254528.85,27760.00
2019-12-16,EQ,14260.00,14430.60,14137.00,14301.60,14156.00,14151.65,14216.62,15146.90,10031.65,67072.00,953537149.20,18494.00
2019-12-13,EQ,14190.00,14389.50,14011.00,14154.95,14345.00,14301.60,14191.62,15146.90,10031.65,156050.00,2214603059.10,30100.00
2019-12-12,EQ,14077.10,14232.70,14077.10,14066.00,14208.00,14154.95,14141.60,15146.90,10031.65,66841.00,945238944.95,20442.00
2019-12-11,EQ,14109.00,14156.00,14010.00,14091.70,14068.00,14066.00,14064.63,15146.90,10031.65,48306.00,679405789.50,13467.00
2019-12-10,EQ,14224.00,14242.95,14031.70,14232.50,14091.10,14091.70,14118.59,15146.90,10031.65,61800.00,872529103.40,19114.00
2019-12-09,EQ,14230.00,14269.00,14005.00,14166.30,14250.00,14232.50,14122.26,15146.90,10031.65,97712.00,1379914273.30,22937.00
2019-12-06,EQ,14301.00,14324.35,14149.00,14289.65,14150.00,14166.30,14229.25,15146.90,10031.65,58487.00,832226309.50,15274.00
2019-12-05,EQ,14395.65,14395.65,14220.00,14306.25,14300.00,14289.65,14276.32,15146.90,10031.65,79335.00,1132611846.55,18410.00
2019-12-04,EQ,14330.00,14375.00,14201.00,14353.50,14310.00,14306.25,14301.06,15146.90,10031.65,55888.00,799257565.10,16606.00
2019-12-03,EQ,14553.30,14553.30,14305.80,14557.65,14334.00,14353.50,14400.47,15146.90,10031.65,54872.00,790182531.00,13416.00
2019-12-02,EQ,14453.95,14631.30,14285.90,14453.95,14553.30,14557.65,14500.68,15146.90,10031.65,74954.00,1086884287.00,16232.00
2019-11-29,EQ,14699.00,14699.00,14411.00,14659.55,14460.00,14453.95,14494.96,15146.90,10031.65,46873.00,679422477.50,16922.00
2019-11-28,EQ,14635.50,14700.00,14574.00,14562.70,14699.00,14659.55,14631.21,15146.90,10031.65,45678.00,668324482.50,9362.00
2019-11-27,EQ,14560.00,14700.00,14226.85,14524.40,14574.00,14562.70,14591.45,15146.90,10031.65,71919.00,1049402311.60,14952.00
2019-11-26,EQ,14398.85,14600.00,14225.45,14486.80,14580.00,14524.40,14461.10,15146.90,10031.65,199248.00,2881345270.10,34285.00
2019-11-25,EQ,14248.15,14580.00,14155.00,14171.50,14465.05,14486.80,14388.55,15146.90,10031.65,74577.00,1073055151.25,16741.00
2019-11-22,EQ,14190.00,14300.95,14102.00,14179.45,14150.00,14171.50,14201.56,15146.90,10031.65,43132.00,612541504.00,11329.00
2019-11-21,EQ,14240.00,14280.15,14121.10,14228.65,14180.00,14179.45,14201.28,15146.90,10031.65,40484.00,574924769.05,13027.00
2019-11-20,EQ,14117.00,14289.00,13982.50,14117.10,14202.30,14228.65,14145.13,15146.90,10031.65,79418.00,1123377707.70,16225.00
2019-11-19,EQ,14110.00,14211.90,14009.60,14085.55,14100.00,14117.10,14115.63,15146.90,10031.65,44787.00,632196857.20,15083.00
2019-11-18,EQ,14349.90,14349.90,14059.05,14295.55,14112.05,14085.55,14145.86,15146.90,10031.65,64978.00,919169588.20,18184.00
2019-11-15,EQ,14261.85,14437.00,14153.05,14231.35,14305.00,14295.55,14320.47,15146.90,10031.65,75837.00,1086021663.05,16678.00
2019-11-14,EQ,14250.00,14300.95,14100.00,14233.25,14224.75,14231.35,14196.90,15146.90,10031.65,60476.00,858571533.40,16140.00
2019-11-13,EQ,14108.45,14329.60,14070.25,14108.45,14223.00,14233.25,14226.91,15146.90,10031.65,66651.00,948237453.25,16807.00
2019-11-11,EQ,14490.00,14599.90,14051.10,14471.30,14128.00,14108.45,14186.51,15146.90,10031.65,145341.00,2061882048.40,35588.00
2019-11-08,EQ,14750.00,14850.00,14374.00,14711.25,14490.00,14471.30,14636.95,15146.90,10031.65,82029.00,1200654549.15,17259.00
2019-11-07,EQ,14710.00,14790.05,14551.00,14649.65,14750.45,14711.25,14648.66,15146.90,10031.65,47438.00,694903096.50,17801.00
2019-11-06,EQ,14675.00,14821.00,14588.65,14650.20,14638.00,14649.65,14707.32,15146.90,10031.65,78659.00,1156863304.40,16442.00
2019-11-05,EQ,14840.00,14885.00,14605.40,14813.35,14652.10,14650.20,14677.84,15146.90,10031.65,83265.00,1222150095.90,21858.00
2019-11-04,EQ,14988.40,15091.70,14801.10,14959.80,14838.00,14813.35,14884.27,15146.90,10031.65,39581.00,589134307.75,13131.00
2019-11-01,EQ,14947.00,15069.60,14850.30,14947.00,14982.95,14959.80,14965.84,15146.90,9600.00,49392.00,739192924.45,14321.00
2019-10-31,EQ,14970.05,15146.90,14783.85,14967.80,14961.00,14947.00,14988.23,15146.90,9600.00,80261.00,1202970346.90,17624.00
2019-10-30,EQ,14887.00,14998.90,14750.30,14699.75,14972.00,14967.80,14923.14,15125.85,9600.00,58061.00,866452477.80,17110.00
2019-10-29,EQ,14868.00,14868.00,14510.00,14813.40,14725.00,14699.75,14723.91,15125.85,9600.00,99038.00,1458226364.85,23753.00
2019-10-27,EQ,14935.00,14949.50,14778.30,14803.35,14822.00,14813.40,14840.76,15125.85,9300.00,11278.00,167374075.70,2581.00
2019-10-25,EQ,14779.00,14900.00,14461.35,14666.00,14785.00,14803.35,14671.15,15125.85,9300.00,131479.00,1928948718.90,27276.00
2019-10-24,EQ,15019.00,15048.00,14625.85,14983.00,14661.05,14666.00,14722.68,15125.85,9300.00,114813.00,1690354661.25,28209.00
2019-10-23,EQ,15091.00,15125.85,14916.25,15020.00,14983.00,14983.00,15014.27,15125.85,9300.00,58986.00,885631812.70,16057.00
2019-10-22,EQ,14888.00,15110.95,14836.00,14835.45,15100.00,15020.00,14974.01,15110.95,9300.00,138011.00,2066578235.20,25436.00
2019-10-18,EQ,14519.10,14943.35,14403.30,14516.85,14900.00,14835.45,14682.35,14943.35,9300.00,121565.00,1784860348.65,21122.00
2019-10-17,EQ,14383.00,14630.35,14160.00,14351.50,14505.00,14516.85,14381.74,14630.35,9300.00,114493.00,1646609068.90,27948.00
2019-10-16,EQ,14099.90,14403.55,14080.00,14086.80,14385.45,14351.50,14249.01,14403.55,9300.00,67279.00,958658960.65,19449.00
2019-10-15,EQ,14152.10,14205.00,14035.95,14169.00,14085.00,14086.80,14094.71,14215.00,9300.00,97808.00,1378575488.35,28434.00
2019-10-14,EQ,14135.00,14215.00,13950.00,14032.40,14110.00,14169.00,14152.53,14215.00,9300.00,70672.00,1000187478.15,13916.00
2019-10-11,EQ,13819.85,14075.00,13819.85,13819.85,14050.00,14032.40,13974.94,14144.00,9047.05,61075.00,853519702.65,14020.00
2019-10-10,EQ,13857.00,13857.00,13680.00,13858.30,13836.00,13819.85,13772.21,14144.00,9047.05,27905.00,384313509.50,8841.00
2019-10-09,EQ,13645.00,13910.00,13510.05,13603.35,13816.00,13858.30,13787.68,14144.00,9047.05,93577.00,1290209321.75,26346.00
2019-10-07,EQ,13508.20,13698.00,13460.00,13441.00,13600.25,13603.35,13609.40,14144.00,9047.05,42763.00,581978751.85,10840.00
2019-10-04,EQ,13792.00,13792.00,13335.90,13709.85,13495.00,13441.00,13477.26,14144.00,9047.05,91909.00,1238681195.55,25602.00
2019-10-03,EQ,13680.00,13749.60,13566.05,13681.55,13700.00,13709.85,13676.76,14144.00,9047.05,40894.00,559297572.90,15277.00
2019-10-01,EQ,13889.00,13946.95,13649.90,13889.65,13692.05,13681.55,13755.79,14144.00,9047.05,83545.00,1149227693.15,25724.00
2019-09-30,EQ,13740.10,13992.00,13680.00,13740.90,13949.00,13889.65,13809.97,14144.00,9047.05,96499.00,1332647923.75,29718.00
2019-09-27,EQ,13840.00,13898.15,13600.00,13934.60,13720.00,13740.90,13742.58,14144.00,9047.05,110119.00,1513319712.50,33174.00
2019-09-26,EQ,13545.00,14144.00,13525.05,13458.50,13801.00,13934.60,13902.27,14144.00,9047.05,897253.00,12473856610.60,75921.00
2019-09-25,EQ,13424.00,13573.00,13305.10,13430.70,13545.00,13458.50,13387.68,14117.20,9047.05,83246.00,1114470928.60,19752.00
2019-09-24,EQ,13720.00,13800.00,13310.15,13713.20,13390.00,13430.70,13473.15,14117.20,9047.05,116332.00,1567358735.60,34272.00
2019-09-23,EQ,13700.00,14117.20,13601.85,13499.40,13601.85,13713.20,13857.40,14117.20,9047.05,138605.00,1920705266.60,37374.00
2019-09-20,EQ,12745.00,13629.45,12531.00,12694.90,13460.00,13499.40,13285.13,13629.45,9047.05,284070.00,3773908096.00,59802.00
2019-09-19,EQ,12740.05,12888.00,12635.00,12869.00,12695.00,12694.90,12716.32,12948.80,9047.05,77719.00,988299373.80,19748.00
2019-09-18,EQ,12844.00,12889.95,12650.00,12764.25,12889.90,12869.00,12755.22,12948.80,9047.05,44518.00,567836665.80,12167.00
2019-09-17,EQ,12760.05,12790.00,12706.05,12840.95,12750.90,12764.25,12746.10,12948.80,9047.05,70472.00,898243148.55,16233.00
2019-09-16,EQ,12511.90,12869.95,12511.90,12689.30,12835.00,12840.95,12762.76,12948.80,9047.05,48505.00,619057592.25,11908.00
2019-09-13,EQ,12570.00,12719.00,12509.50,12556.90,12700.00,12689.30,12622.23,12948.80,9047.05,56507.00,713244089.35,14441.00
2019-09-12,EQ,12776.45,12836.20,12520.30,12758.95,12570.00,12556.90,12649.42,12948.80,9047.05,73503.00,929770285.30,23684.00
2019-09-11,EQ,12838.95,12841.95,12663.35,12836.35,12735.00,12758.95,12743.48,12948.80,9047.05,105665.00,1346539970.35,30291.00
2019-09-09,EQ,12629.30,12900.00,12564.70,12613.95,12825.00,12836.35,12777.27,12948.80,9047.05,68341.00,873211670.25,13643.00
2019-09-06,EQ,12650.00,12712.20,12505.00,12612.15,12610.00,12613.95,12603.64,12948.80,9047.05,57818.00,728717046.15,18872.00
2019-09-05,EQ,12480.05,12675.00,12480.05,12480.75,12618.20,12612.15,12600.56,12948.80,9047.05,52941.00,667086365.95,19016.00
2019-09-04,EQ,12699.75,12750.60,12387.65,12690.95,12499.00,12480.75,12523.24,12948.80,9047.05,91435.00,1145062121.75,26500.00
2019-09-03,EQ,12830.00,12899.00,12597.60,12875.20,12600.25,12690.95,12780.19,12948.80,9047.05,79268.00,1013060381.60,23812.00
2019-08-30,EQ,12725.00,12948.80,12567.00,12716.85,12900.00,12875.20,12735.27,12948.80,9047.05,124005.00,1579237540.40,27237.00
2019-08-29,EQ,12643.00,12890.00,12610.00,12517.40,12720.00,12716.85,12733.43,12890.00,9047.05,243927.00,3106027968.25,45013.00
2019-08-28,EQ,12545.00,12850.00,12409.95,12472.35,12575.00,12517.40,12582.21,12850.00,9047.05,103647.00,1304108068.05,23127.00
2019-08-27,EQ,12354.10,12550.00,12354.10,12391.35,12475.00,12472.35,12462.20,12799.00,9047.05,92699.00,1155233366.40,32145.00
2019-08-26,EQ,12621.75,12621.75,12230.00,12438.65,12393.00,12391.35,12318.26,12799.00,9047.05,77906.00,959666311.65,20234.00
2019-08-23,EQ,12499.50,12547.60,12250.00,12470.00,12479.90,12438.65,12424.08,12799.00,9047.05,58571.00,727690774.20,16906.00
2019-08-22,EQ,12640.00,12799.00,12405.25,12594.10,12453.00,12470.00,12548.61,12799.00,9047.05,100858.00,1265627514.15,32147.00
2019-08-21,EQ,11970.00,12646.50,11970.00,11969.80,12640.00,12594.10,12428.21,12646.50,9047.05,273006.00,3392974670.40,54332.00
2019-08-20,EQ,12114.00,12155.85,11916.70,12066.60,11951.00,11969.80,12041.13,12268.50,9047.05,67952.00,818218733.85,22707.00
2019-08-19,EQ,12090.00,12259.90,12040.05,12004.40,12055.30,12066.60,12162.76,12268.50,9047.05,44883.00,545901189.50,13283.00
2019-08-16,EQ,12099.90,12107.90,11906.90,12036.55,12007.00,12004.40,12006.10,12268.50,9047.05,56885.00,682967033.50,17780.00
2019-08-14,EQ,11893.45,12159.00,11850.10,11893.45,12003.70,12036.55,12055.47,12268.50,9047.05,58376.00,703750129.55,18816.00
2019-08-13,EQ,11962.20,12192.95,11820.05,11993.30,11830.55,11893.45,12050.27,12268.50,9047.05,77413.00,932847383.75,24395.00
2019-08-09,EQ,11780.00,12268.50,11700.00,11840.25,11951.10,11993.30,12010.95,12268.50,9047.05,116548.00,1399851858.10,26427.00
2019-08-08,EQ,11800.00,11930.00,11775.00,11777.45,11845.70,11840.25,11849.69,12023.25,9047.05,36614.00,433864550.25,10563.00
2019-08-07,EQ,11790.00,11909.65,11732.15,11837.55,11788.00,11777.45,11831.58,12023.25,9047.05,46996.00,556036890.60,18030.00
2019-08-06,EQ,11710.00,11998.00,11701.05,11712.80,11810.00,11837.55,11875.71,12023.25,9047.05,85992.00,1021215720.25,22651.00
2019-08-05,EQ,11528.00,11950.00,11490.00,11411.50,11781.00,11712.80,11726.61,12023.25,9047.05,122980.00,1442138135.90,27475.00
2019-08-02,EQ,11425.00,11536.15,11322.45,11547.00,11415.00,11411.50,11408.76,12023.25,9047.05,56548.00,645142606.85,19660.00
2019-08-01,EQ,11664.00,11664.00,11445.00,11675.90,11534.15,11547.00,11524.38,12023.25,9047.05,34623.00,399008696.10,12774.00
2019-07-31,EQ,11500.05,11740.00,11401.00,11536.55,11650.00,11675.90,11605.58,12023.25,9047.05,46971.00,545125844.05,15043.00
2019-07-30,EQ,11673.85,11690.55,11500.00,11620.25,11502.85,11536.55,11590.05,12023.25,9047.05,34459.00,399381367.35,13990.00
2019-07-29,EQ,11600.00,11690.00,11479.25,11623.25,11581.55,11620.25,11586.69,12023.25,9047.05,46052.00,533590210.80,12622.00
2019-07-26,EQ,11525.00,11671.45,11470.00,11495.00,11625.10,11623.25,11589.87,12023.25,9047.05,30544.00,354000989.60,10857.00
2019-07-25,EQ,11509.00,11666.85,11440.00,11479.90,11505.00,11495.00,11515.99,12023.25,9047.05,53885.00,620539164.45,15649.00
2019-07-24,EQ,11500.00,11619.75,11298.75,11470.75,11516.00,11479.90,11442.85,12023.25,9047.05,49740.00,569167291.05,13267.00
2019-07-23,EQ,11305.00,11693.00,11305.00,11304.70,11486.00,11470.75,11516.20,12023.25,9047.05,61563.00,708972042.60,20121.00
2019-07-22,EQ,11508.05,11562.55,11265.00,11547.05,11326.90,11304.70,11386.21,12023.25,9047.05,47464.00,540435037.80,15978.00
2019-07-19,EQ,11649.90,11725.00,11512.30,11596.75,11590.05,11547.05,11589.28,12023.25,9047.05,86677.00,1004523714.80,15848.00
2019-07-18,EQ,11726.80,11743.60,11542.50,11695.40,11650.50,11596.75,11610.96,12023.25,9047.05,47394.00,550289612.65,15287.00
2019-07-17,EQ,11706.00,11749.80,11602.50,11708.65,11703.00,11695.40,11675.35,12023.25,9047.05,24922.00,290973042.55,6598.00
2019-07-16,EQ,11632.00,11741.95,11487.10,11484.45,11700.00,11708.65,11626.78,12023.25,9047.05,42449.00,493545275.40,7019.00
2019-07-15,EQ,11689.00,11689.00,11465.60,11672.15,11472.25,11484.45,11530.79,12023.25,9047.05,19432.00,224066312.85,5373.00
2019-07-12,EQ,11507.00,11718.00,11507.00,11506.80,11630.10,11672.15,11662.75,12023.25,9047.05,27605.00,321950146.85,10476.00
2019-07-11,EQ,11624.05,11624.05,11471.50,11550.45,11540.00,11506.80,11522.86,12023.25,9047.05,46492.00,535720926.30,12639.00
2019-07-10,EQ,11715.00,11795.00,11530.00,11687.05,11540.00,11550.45,11634.89,12023.25,9047.05,44237.00,514692491.20,12183.00
2019-07-09,EQ,11819.80,11824.00,11630.00,11801.45,11662.00,11687.05,11723.14,12023.25,9047.05,61843.00,724993990.90,14278.00
2019-07-08,EQ,11929.00,11929.00,11752.00,11956.90,11770.20,11801.45,11812.56,12023.25,9047.05,45507.00,537554333.65,9404.00
2019-07-05,EQ,11929.95,12000.00,11840.00,11884.45,11933.95,11956.90,11939.50,12023.25,9047.05,35376.00,422371658.25,9965.00
2019-07-04,EQ,11810.00,11970.00,11799.95,11819.15,11880.00,11884.45,11899.59,12023.25,9047.05,23714.00,282186821.20,5241.00
2019-07-03,EQ,11964.00,11998.55,11779.95,11964.85,11786.00,11819.15,11858.34,12023.25,9047.05,63152.00,748878084.95,12291.00
2019-07-02,EQ,11860.00,12004.95,11801.00,11868.75,11945.00,11964.85,11900.79,12023.25,9047.05,66647.00,793152183.75,12636.00
2019-07-01,EQ,11984.00,12023.25,11823.65,11912.60,11868.95,11868.75,11954.70,12023.25,9047.05,40901.00,488959309.50,12047.00
2019-06-28,EQ,11762.00,11940.00,11755.00,11802.85,11926.00,11912.60,11877.29,11950.00,9047.05,57069.00,677825072.15,15737.00
2019-06-27,EQ,11810.30,11866.90,11684.45,11802.50,11767.00,11802.85,11754.50,11950.00,9047.05,93927.00,1104064577.30,24971.00
2019-06-26,EQ,11706.00,11950.00,11680.80,11705.85,11789.00,11802.50,11837.03,11950.00,9047.05,143213.00,1695216507.10,15078.00
2019-06-25,EQ,11680.05,11737.25,11613.45,11712.00,11700.00,11705.85,11694.80,11817.70,9047.05,37748.00,441455139.20,11304.00
2019-06-24,EQ,11600.00,11760.00,11550.15,11600.90,11700.00,11712.00,11699.49,11817.70,9047.05,24222.00,283385121.10,8688.00
2019-06-21,EQ,11710.00,11790.00,11539.15,11718.05,11660.00,11600.90,11657.96,11817.70,9047.05,111980.00,1305458067.55,20075.00
2019-06-20,EQ,11613.05,11759.00,11474.20,11611.70,11700.00,11718.05,11664.76,11817.70,9047.05,65396.00,762828935.80,16666.00
2019-06-19,EQ,11478.90,11650.50,11450.00,11457.60,11625.00,11611.70,11580.52,11817.70,9047.05,69510.00,804962002.30,13997.00
2019-06-18,EQ,11505.05,11551.95,11300.00,11480.85,11450.00,11457.60,11426.83,11817.70,9047.05,55529.00,634520246.25,15792.00
2019-06-17,EQ,11559.00,11629.65,11425.65,11489.00,11482.35,11480.85,11513.10,11817.70,9047.05,45786.00,527138843.00,17024.00
2019-06-14,EQ,11615.50,11723.65,11451.00,11613.75,11474.50,11489.00,11576.19,11817.70,9047.05,40564.00,469576389.85,11754.00
2019-06-13,EQ,11620.00,11661.55,11570.05,11695.50,11607.00,11613.75,11616.72,11817.70,9047.05,69156.00,803365671.50,18332.00
2019-06-12,EQ,11674.00,11715.00,11505.00,11622.95,11677.00,11695.50,11632.23,11817.70,9047.05,43374.00,504536134.25,13483.00
2019-06-11,EQ,11755.00,11817.70,11498.10,11698.40,11580.00,11622.95,11653.96,11817.70,9047.05,72286.00,842418462.75,17982.00
